NU_SEQUENCIAL,NU_ANO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
2186185,2024,31115207.0,3126109.0,Formiga,31.0,MG,2.0,1.0,1.0,3126109,Formiga,31,MG,1,1,1,1,1419.0,1385.0,1398.0,1407.0,593.6,512.9,539.8,682.1,BCDEECBCDBAAEEEDEDBDCCCCECEDCBDABCEADECABEBBC,EAEACBABECECCCAABAEEBCCAADADCEDBAACAABAACCDDD,DDCAADDAEBEECDBBEACEADEABCBEDBCBDCBDEEDBEAECB,ABDACCBDDDDBBDABDCCDBCCADABDBBCDADBEDACABDEEB,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,160.0,180.0,140.0,180.0,180.0,840.0
3114249,2024,,,,,,,,,2304400,Fortaleza,23,CE,1,1,1,1,1419.0,1385.0,1398.0,1407.0,537.6,688.1,508.4,781.4,BCEBECDCDDACCBCBDBDDDCBEABDCCACAEBDBECCEEBCDB,CAEABADBECCCEDACBAEACEEADEEDEBAEBACECECBCDDAD,EAAACCBBBDEECCBDECDBEACBCBDADEBCBCECEDDDDCECB,EBBABBDBDDCBDACDAACEBCCCDBEDBBEDACDBDACDBCECE,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,160.0,200.0,160.0,180.0,200.0,900.0
929555,2024,,,,,,,,,3205200,Vila Velha,32,ES,1,1,1,1,1420.0,1383.0,1395.0,1408.0,432.8,488.1,512.0,454.8,EEDEBEBEEDECDEEECADCDADCBACCAEDEBBEBACCEDADAC,AACACDCEADBBDABDACCDADCDEAEEEADAEBADDEACDABDD,ADDDCBCBECABDABEABDCDADDCBDEACBBCDDBEDEDAEDCB,DCBBCCDCBCABCDCBEDBEACEEEADCCDDCECDADABADDEBB,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,140.0,200.0,140.0,180.0,180.0,840.0
1567508,2024,,,,,,,,,3305554,Seropédica,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2703385,2024,,,,,,,,,3552205,Sorocaba,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2958477,2024,,,,,,,,,2101905,Bequimão,21,MA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2820248,2024,,,,,,,,,4104808,Cascavel,41,PR,1,1,1,1,1419.0,1385.0,1398.0,1407.0,418.3,497.7,483.4,428.2,DEBAECCBCCBCDACEADABCBECADCEABBEAEDADDEDBDABE,DEACECDCACCCEAADEAEBDDAABEEBCCDEEAAACBBCEBEAD,DDBDDADCCCEEDAABEACCAABDADBCDDABABDDBBDCAAACB,CDDEBCEADCABADDCECAEAACEDCCDDDBAEBBAEABEBEBBC,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,140.0,120.0,120.0,140.0,640.0
3946395,2024,,,,,,,,,5102678,Campo Verde,51,MT,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3153401,2024,35002914.0,3550308.0,São Paulo,35.0,SP,2.0,1.0,1.0,3518800,Guarulhos,35,SP,1,1,1,1,1422.0,1384.0,1396.0,1410.0,505.7,530.6,544.1,603.2,CDCEDCBADDDEEEDAAEEEBCEDDCCBEDECDEBBEAABEADEC,DCDABCDAECBDCBDEBABACCDBBDAADECEBABEAADDBCEDA,ADECDDADECBEBBCECDEBBDDEDDADBCBDEBCEACCECEBBB,ABDECDEDEEDDBECDDEECCDDDBAECBCDCDACDACACDEDBD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,100.0,140.0,100.0,140.0,140.0,620.0
3989629,2024,,,,,,,,,3300100,Angra dos Reis,33,RJ,1,1,1,1,1419.0,1385.0,1398.0,1407.0,420.1,452.3,500.4,389.2,ABDACECCBABCECCDADBCECDABDEBCDBBACDADDBCDADDB,CBDBECBCBAACBDADEADDBCAADCABDBDBCACABEBCCEBDE,ACCECBDEBDECDAABBDAEADADBABDBACBBECDCEABDBECD,BCADBBCDEBEECBCBDEACADBAEDDCAACDBCEDBBBABDADC,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,120.0,80.0,100.0,40.0,460.0
1238996,2024,,,,,,,,,1302603,Manaus,13,AM,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3929151,2024,,,,,,,,,3541307,Presidente Epitácio,35,SP,1,1,1,1,1419.0,1385.0,1398.0,1407.0,457.5,520.4,567.4,545.0,EADEDABCAECBBCBCBDDABBECBDEAAEBCADEAEECBDCAEB,CAEEADDCCCACEAACDBDABEEAEEDAEABEECBECADBECADD,BDAACCDCACEECECBAADDADEEBCBEEDEBBAEDADBDDDECB,ABDAECAECEBDEACAEECDBADCEBDADEAADBEDCEDBADEBD,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,100.0,120.0,100.0,80.0,80.0,480.0
2965583,2024,35032657.0,3552908.0,Taciba,35.0,SP,2.0,1.0,1.0,3541406,Presidente Prudente,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
4253609,2024,,,,,,,,,4314100,Passo Fundo,43,RS,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
4134848,2024,,,,,,,,,3552403,Sumaré,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3412076,2024,31349720.0,3131307.0,Ipatinga,31.0,MG,4.0,1.0,1.0,3168705,Timóteo,31,MG,1,1,1,1,1422.0,1384.0,1396.0,1410.0,721.1,656.0,589.1,775.6,BBCEDEBDECCCAEDDBCAEDAACCAADDDEBBECBAECDCDACD,BADDBCDCECEDDBABEBCDAADACCEDDEEEEAADAECAECEDA,AACEADADECBCDADEBDAEDBBEDDBAAABDEBCABAEEDABDC,DBCECAADDDABACCBEEADDCDCCACBBBBCEBDBADACBAADD,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,200.0,200.0,180.0,180.0,920.0
379629,2024,,,,,,,,,2612208,Salgueiro,26,PE,1,1,1,1,1419.0,1385.0,1398.0,1407.0,462.1,405.2,446.0,432.0,ABDAEEACABABCEEADEEDCAACDAEBDAABACEECABCACADA,BEDECBBBDABCDBABBBEBEDEBEAEADEEEAAAAADBBAADAA,DEACAABCEEAEDBCAEADEADDEDAAADEEBDBDDEDDEEBABA,EADDCCDDDDEECEAADBCBBDCDCDCBADBCDDADEEDCADDCC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,100.0,120.0,60.0,80.0,120.0,480.0
1000872,2024,,,,,,,,,2802908,Itabaiana,28,SE,1,1,1,1,1420.0,1383.0,1395.0,1408.0,525.5,567.2,512.3,577.6,ECEEDCBEEEAEDCBDEDCBAECCCBBABEABACDCBDEEBBDBA,BEBBBEDBDBCDAEBEDADDCAECCBACBBCAAEADEEBCDADEC,ABAADEBBECADBAECEABBCCBACBDBDEBADBCAEBDCAADEB,DDACBBAAED*BABCCBCCBACBCBACEDCACEECDDADAEBCAD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,180.0,160.0,200.0,200.0,860.0
3991250,2024,,,,,,,,,2925303,Porto Seguro,29,BA,1,1,1,1,1420.0,1383.0,1395.0,1408.0,511.1,485.5,536.6,468.0,EAEAECCECDEBCAACABBCDACAEEDAEBDCECCABABCBBDDE,BEABDABCEBCDDCABBCBBCDBCADDEBEEABDCACCAADABCA,ACACCECBECDDDBACEBACEEBAEBDEDABBDDCACBEDABDCB,CCBDBEABBBECDEBADBCBECDABEACCDBCABDEADEBBABDC,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,160.0,160.0,120.0,80.0,120.0,640.0
3420035,2024,,,,,,,,,3134400,Iturama,31,MG,1,1,1,1,1419.0,1385.0,1398.0,1407.0,434.6,471.7,415.5,432.6,ABDADADDDDECDEDEEBDACBCAEDECCAEBDCBADCDEBABBB,DBAAABDBEBCCABABAACDBABCBAEDECAEAADCDBCBAABDE,BECAEDACDDCEDDADBCADACDDABDABEEABDEEDDABBBDCB,BDCBEBECDBAACDACECBDAACDABDAABEDDBDCBDBADDEBC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,80.0,80.0,80.0,140.0,0.0,380.0
3817179,2024,13103423.0,1302603.0,Manaus,13.0,AM,2.0,1.0,1.0,1302603,Manaus,13,AM,1,1,1,1,1422.0,1384.0,1396.0,1410.0,494.7,451.7,365.1,384.1,BCAEBAADEBDEEDDDAECADEEBBABEBBDBCDCBAAABBEDDB,CAECAECBEBECEABEBDABAEEDEDCEDAACBCCDAECB.CAAA,AEACCBDEBECDDCCEBEADADEABCBECACABEDCBAEDDBBBD,CCBDACBDCCBCCEDABECBBBDDCBABAECBCBDABADABBCAA,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,80.0,80.0,40.0,100.0,20.0,320.0
3979432,2024,,,,,,,,,3113404,Caratinga,31,MG,1,1,1,1,1419.0,1385.0,1398.0,1407.0,413.1,474.6,532.3,511.4,EDCDBECDBBDCCDDDDBCDDABAACCBDABBADEBEBBBDCDBD,CADEEACBBCCACEEDDACBCCAADCEABBDDAECDACECCDAED,BEAAECDCBDEECDDAEDADAAEEACDADDCEECEDADCDAAECB,BABAACDCEBDBBEDBDBACBBCCBEAADDBAADEEADBBACAED,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,140.0,200.0,160.0,160.0,160.0,820.0
2765221,2024,,,,,,,,,3304904,São Gonçalo,33,RJ,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
1992773,2024,35564102.0,3509007.0,Caieiras,35.0,SP,2.0,1.0,1.0,3509007,Caieiras,35,SP,1,1,1,1,1421.0,1386.0,1397.0,1409.0,472.4,560.2,569.8,491.5,ACBDBBDCDBACEECCDEDBACDACCDBBCABEDDBAECDDECEB,ADCAADCDBEBDCEDDDBCDCEBDDDDBABDBAECAABEEDCECE,BACEDCBDDADEEBBDCDABDADABCACAADCCBDEDDDECBE.C,EBADCEBECDCCADAACABBCDCCCBCCEDCDDADEBBAADBEEA,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,160.0,80.0,100.0,140.0,600.0
4266099,2024,,,,,,,,,4303103,Cachoeirinha,43,RS,1,1,1,1,1419.0,1385.0,1398.0,1407.0,579.7,575.2,633.7,537.4,EDBABBBBBBABCCCEEBBDDBBCCAABABBAADCEDEBCCCCDB,BABDBADBEABDEDABBAEACEEACAEDEBBEEA.....B.D...,EBAACDDBBDEECCECBDEDADEEBCBECDDBEEBDADBDDDECB,BDDAECECBBBCCCCCAACCCCAAAABBBBBBEEEECAAAACCCC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,160.0,180.0,160.0,160.0,160.0,820.0
1941648,2024,,,,,,,,,2211001,Teresina,22,PI,1,1,1,1,1419.0,1385.0,1398.0,1407.0,464.7,504.9,503.9,459.6,ADDBCABDDCAECEEECDCAEAEDECEACABADBDCDEBDCCDBB,BEEABDDBBDACBECCEBEABEACACEDEBBDCABDEABBDAEAD,ABAACDDCADEEAEBABDBEAECEBDEAEAEBCBADCBEAECDBB,DDBDBCBDEACBDEACBCBEADAEBECACEADBDBAECDBDCEBC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,200.0,100.0,140.0,120.0,680.0
59560,2024,31020265.0,3120003.0,Córrego Novo,31.0,MG,2.0,1.0,1.0,3131307,Ipatinga,31,MG,1,1,1,1,1420.0,1383.0,1395.0,1408.0,479.5,550.6,541.8,408.8,DDAACACCAEEABBADDCDCAADACCEDACBECDCCCEDEADDCA,DABBBEBCEEBDBDEDBBCDCBDCCEADEAEDAEADBCDADBDCA,BDEACECBDCCDDCBEEBBCCBEDEBCEDADCDDDAEBECAAEDB,ADBDACECBDBCCCDBEECEBCBAAEDBAABCBBCDAABEAEDEB,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,160.0,160.0,140.0,180.0,160.0,800.0
2835115,2024,43104959.0,4314902.0,Porto Alegre,43.0,RS,4.0,1.0,1.0,4314902,Porto Alegre,43,RS,1,1,1,1,1421.0,1386.0,1397.0,1409.0,549.3,647.2,573.4,711.2,DCCDCCBBADCCACBABDDDACCDDCCEEEAAADCEADCDDACEB,ADDCADEECBEECEDACCADBEBEAADABCDEACCAEEECDCECE,DACEBCBACADEEADEEDABCEBCDCEEDBDDCBDEDDBECBECB,CDBEEADEBAAEDDDABDBBBCCDCCEABDCABECCAAADEBCAC,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,200.0,160.0,180.0,200.0,860.0
1199748,2024,,,,,,,,,3205200,Vila Velha,32,ES,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
2404561,2024,,,,,,,,,3550308,São Paulo,35,SP,1,1,1,1,1419.0,1385.0,1398.0,1407.0,481.3,467.3,575.5,547.3,CCBADECCDDBCBEEAEDBDEAECEEDDADCAEBAECABCBCDBE,AADABDDBCABCCDACECDABACACCADAAEECAAAEBBDDCBDB,BAADCCDCBDEECDEAAABBADDEBCBEBAEBDECDCDBDDEECB,DCBACADCBBEBACADADCDCBDBAABDCDDDECCBADBEADCBD,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,160.0,200.0,140.0,180.0,200.0,880.0
2427680,2024,23164808.0,2307304.0,Juazeiro do Norte,23.0,CE,2.0,1.0,1.0,2307304,Juazeiro do Norte,23,CE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
431674,2024,,,,,,,,,2408003,Mossoró,24,RN,1,1,1,1,1422.0,1384.0,1396.0,1410.0,398.6,588.4,576.8,496.1,DCEBCBDCEACACAEBCDCDBCBCEEADEABEABCEABDDCADDB,DADAECDAADBBAEBBEBCBBADACDAAAEEACAEDBECAACEDA,AACDBDADECBEDBDEADDAACBEEDCDDBBEEBDEBAEECEBDC,BACDECDDAADCCBCBCEABCADDECCABACAECDCACADCBBCA,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,180.0,160.0,160.0,160.0,160.0,820.0
3640786,2024,29395321.0,2933604.0,Xique-Xique,29.0,BA,2.0,1.0,1.0,2933604,Xique-Xique,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3252712,2024,,,,,,,,,3303500,Nova Iguaçu,33,RJ,1,1,1,1,1422.0,1384.0,1396.0,1410.0,449.6,336.9,498.2,455.0,BDDAECBDEADEADACBECECBDABDDADABECBAABACDAACAD,AAECECAACBECACDABCAAECABCAADBCDBDACECAAAEACDD,DEACBDADECACBBBEBAAACCCADCAEBEBDDBCADEEDCDBAB,BED*DDBADECEBDBCDABBCAADCDECBADCBEDBDADABADCC,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,140.0,120.0,140.0,100.0,620.0
620295,2024,,,,,,,,,2704302,Maceió,27,AL,1,1,1,1,1421.0,1386.0,1397.0,1409.0,462.9,513.3,497.4,376.4,ECDEDEBCADCDDAEAECACABAABBEECAABACABBDAABEAEC,ACDCAAEDCBAECEEADCCEACDAACDBBBCBACAABDEDBABAB,EAABEBDEDEDCDADDCDAEDAAACDDDCCDECADEEDAECBEEA,DCABEBABDEADDEBDEDCECDDBAEABCEBDDCBCEBACECBAA,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,80.0,120.0,80.0,80.0,0.0,360.0
89475,2024,33058377.0,3303500.0,Nova Iguaçu,33.0,RJ,2.0,1.0,1.0,3300456,Belford Roxo,33,RJ,1,1,1,1,1420.0,1383.0,1395.0,1408.0,388.3,412.5,352.6,456.6,BCCABDBAABABBEACEBCEDDDABAABACAACEBDAADEADDCB,ADBCABCCABCCCEBDDBADAECCAAECEAABDADAEBDECBEEB,ABA.BDBCA.BCBEDEBDBAACBABCBAEEBADEAAADCDAEABA,EEDCDACCEADACADBEEBEADBABEDDCAAECBBBDDBDACDBD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,160.0,120.0,120.0,120.0,640.0
1320263,2024,,,,,,,,,2307304,Juazeiro do Norte,23,CE,1,1,1,1,1420.0,1383.0,1395.0,1408.0,365.1,328.8,442.3,462.6,AECDCADECBBDACECDADCBEADCEBACEBACEDBCAEBDAECA,EACEBD.CBEAACBDAEBDAEBDABBDEACCCDAEBDACBDABEA,EACDBBCBEDEBD.AADBBCBEDACADBEAECBDDAECBEADACA,DBCCCCDAECACABDBEBCDB..AEDEAADDECBEDBACEBCADB,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,80.0,40.0,120.0,0.0,360.0
74025,2024,29642612.0,2927408.0,Salvador,29.0,BA,4.0,1.0,1.0,2927408,Salvador,29,BA,1,1,1,1,1420.0,1383.0,1395.0,1408.0,531.3,585.6,535.5,557.0,EDADCACACCBBDCABCDDCCCECBEBCBCDECDDCCEDCBCDCC,EECEBABEDCADDAADBACDCBBCEEACEAEAEEACAEBDDADBD,CAAACACDECBEDABDEABABDAADBDEBDAEDBBBCBECBDEAB,CCCDCCCCCCABEECCDCCCCCCCCEDBCCADCCCEDCCCCCACC,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,120.0,120.0,120.0,140.0,620.0
365508,2024,,,,,,,,,2506301,Guarabira,25,PB,1,1,1,1,1420.0,1383.0,1395.0,1408.0,470.3,470.3,559.6,420.0,ECEDBACEAADEBDDBCADCAEDDBDAAABDEBACEEBCADBABB,AEDBECBADBAABEAABECEEEACCDACAEABCCA*CCAAEABEC,CEBECECBEDADDAADEEDCAEBECBECEDBBDADBCAEBAAEEB,DCCBBCCCBBADCEBCBDBBACDADECABCEBCBCDAEBDBBECC,1,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,80.0,120.0,100.0,120.0,100.0,520.0
2208281,2024,,,,,,,,,1303536,Presidente Figueiredo,13,AM,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3475348,2024,,,,,,,,,1502103,Cametá,15,PA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
2010805,2024,,,,,,,,,2611101,Petrolina,26,PE,1,1,1,1,1419.0,1385.0,1398.0,1407.0,512.8,642.6,572.6,710.7,BBEADDBEABDCCBEEEABECBBCCCDBDADDCDCACEBCDAECA,CAADBADBEBECEDACBAEADDCADECBEBBEBDCECBCBCDBAD,DAABADDBBBEECEAABACCADEEBDBEEADEDAEDBEADDCECB,EBAABAAABDCBBCEDADCDBCCBEBCCDEEDAEABDECDDCECB,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,160.0,180.0,180.0,200.0,200.0,920.0
2419014,2024,,,,,,,,,5208707,Goiânia,52,GO,1,1,1,1,1419.0,1385.0,1398.0,1407.0,538.4,551.1,543.0,629.3,EAECDBBDEEACECCBEEBDEBBCEAEEBAAEEEADCBDDABDAD,BAEDBBACCAEDEDACEAEADCAADCDDBEDEADAECBABCDBED,CAABECEBBDEECCABDDEEADEEBCAEDAEDCEEDBDABACECB,ECBABCBCABCBCCCEDACDBCDCCAADBDCBAEBAEDBDBDEDE,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,160.0,200.0,200.0,200.0,200.0,960.0
