NU_SEQUENCIAL,NU_ANO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
2321669,2024,21199582.0,2111300.0,São Luís,21.0,MA,1.0,1.0,1.0,2111300,São Luís,21,MA,1,1,1,1,1419.0,1385.0,1398.0,1407.0,366.2,514.7,517.8,460.1,EBCDDEADADBBBEEEDCCDCCBCDAAEDABEADEACBADBCADA,CABCDDABCABAEDABBAAABDAAE*CBAABBAAAEC*BBADCED,BDADECBCBCEEDCABEAEDAEDEBDEBCDABCCBDDDDDDAECD,AADDBEABBDDADBEBDECABDBCABADAEACBEACABDBADBDD,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,80.0,100.0,80.0,100.0,40.0,400.0
2531851,2024,,,,,,,,,5210406,Itaberaí,52,GO,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2282878,2024,,,,,,,,,2516201,Sousa,25,PB,1,1,1,1,1421.0,1386.0,1397.0,1409.0,342.7,404.1,464.4,454.3,AECCECBEBBAEBDDCBDAABDECEDAEACACBAAEDACEABDAB,DCAEABCDAEBCEBDAAEBABDCABACDDECEABDBBDACEBACA,CACCEABAEADACBEBDDCBACABCECBBBAAECEBBDAACBAAD,BEBBBEACABDEBEADCCCABADDBACECEBDCADBBADBDEBCD,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,80.0,120.0,120.0,80.0,520.0
3014195,2024,24044970.0,2401800.0,Brejinho,24.0,RN,2.0,1.0,1.0,2411502,Santo Antônio,24,RN,1,1,1,1,1422.0,1384.0,1396.0,1410.0,429.8,422.0,419.1,405.8,BCDECEABDDCDBDEDAADECDDDBCBDDBDCCDCABCDBCADEC,DDBBCEECACBDEBBADCDDCDABBDEEDEABBBDDBCDBDCAAC,ECEEDCBDCCADAECADEDDDCCAEEBCDBCBBBDDDADEACDCB,BEADCCBBDCDDACCCCDABBCBCCCACCBCBDDDDEBCDDCCDE,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,80.0,120.0,80.0,120.0,80.0,480.0
715518,2024,33197601.0,3303609.0,Paracambi,33.0,RJ,1.0,1.0,1.0,3302270,Japeri,33,RJ,1,1,1,1,1420.0,1383.0,1395.0,1408.0,525.0,570.2,549.4,559.5,EBEBCBCAEDEBDEAACCBDCBBAACDDEEEBDAABEEDACADCC,BABCBEAAEBCDDEBABEDDCABCEBAAEEEAECADCDDADACBC,CABDCECBECBDDCAEECACEBADEBDAACDBDACACCEDADCEA,AEBEBACAEBAACBDCBBBEADBCEDCDCDADCBDDABCCDCCED,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,200.0,160.0,180.0,200.0,860.0
4184237,2024,35902597.0,3550308.0,São Paulo,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2022728,2024,31105953.0,3136207.0,João Monlevade,31.0,MG,4.0,1.0,1.0,3136207,João Monlevade,31,MG,1,1,1,1,1420.0,1383.0,1395.0,1408.0,686.0,695.2,633.6,760.2,EAEDAACCAEEBCABDEDBCBBACDBBABAEACAABDADEBBDDB,CECEBEBBEBADDEEDABCDCAECEDABBAEAEEADCEDEDACBE,CAAAEECBECCDDCADECDCECBDCBDECDCBDDDDCAECADEEB,EECACEDABDABDEDDBBCEBDCCCACBBBAABDCDDBAADCBAD,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,160.0,180.0,160.0,200.0,200.0,900.0
1306406,2024,,,,,,,,,3539806,Poá,35,SP,1,1,1,1,1421.0,1386.0,1397.0,1409.0,496.1,468.9,448.7,387.5,DBCACBBDBCBDECACDCBCDBCBBDBEDDDADEBEAEECCDCAD,DCACDCEACEEBCABADCCDCBBBDBDCECAEEACCBDECCDDAA,ADCDECBAEDECCBDDCDCEEABBDAEECAEDBBAAADDADBEED,DDBBDCBCDECBBDBCCDCCECBDBCDCCBECECABCECBECBAE,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,120.0,160.0,120.0,140.0,140.0,680.0
1897860,2024,,,,,,,,,2408102,Natal,24,RN,1,1,1,1,1419.0,1385.0,1398.0,1407.0,557.2,534.9,581.4,431.9,BCBADCAEADCCACBDEBBDBBDCEBEADABECCEAEDEDBDCBB,BABBADDCCBCCDDABBEBABCAACEEDEBBECACECBBDCCBCB,BDAAABDCBDEECCAAAAEDADDEBCBEABBBCCDDBCDDDEECB,BACDACBCAAEDBBCBADDDABCDDAABABDCDECDAEBDBDCBD,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,140.0,120.0,80.0,120.0,580.0
493697,2024,12013242.0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,Rio Branco,12,AC,1,1,1,1,1422.0,1384.0,1396.0,1410.0,478.2,497.4,502.6,398.4,CCBBBAAAEBABDADECDDADBABDCBEEDDBBECEEDEBCADEA,AADCBBCEACBDEBECADCBAADCBBEDCEDBEBCEABDBECEBA,DDCBBCADCCBBDEEDBDBDAEAEEDECADBDEADECA*BDEBCE,BBDCEAEDDEDBEDBECACBBACDBAABABCADACBDABCABBAD,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,80.0,140.0,120.0,120.0,120.0,580.0
2301898,2024,35109101.0,3548807.0,São Caetano do Sul,35.0,SP,4.0,1.0,1.0,3548807,São Caetano do Sul,35,SP,1,1,1,1,1420.0,1383.0,1395.0,1408.0,446.7,493.2,481.8,450.1,DBEBAEBBADEBBCBADBECDEBECDEBDEEBACCBECEDEAACD,DAAECABCDEBDBCEBDECEDBBCAEAEEBDACBADEEACDBCBA,ACADABCBEECDADACEBDADBEDBAEDBBEBDBDAECCAADECA,CDCEABEADDBDECBBCACBACBDBBAEACDDBECEDDBCACBDE,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,180.0,140.0,160.0,120.0,720.0
2928007,2024,,,,,,,,,3520400,Ilhabela,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
2582490,2024,,,,,,,,,2309300,Nova Russas,23,CE,1,1,1,1,1422.0,1384.0,1396.0,1410.0,468.6,507.6,483.5,405.9,CCDDBAAAEDDBAAACBCAAABEDDCBEABEEBACBDBCCCADDA,ADDDBCAEABADBEDBEACADBDEBEAAECEEBACDADDABCCEA,BCDACBEDDCBCDADEADDAADBECAABEECDABDEDBCEEEBAA,BDDCCDEBDBEDCBDBDEBACCDDAAACABCAEAADDEBEDBBDA,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,180.0,140.0,160.0,200.0,840.0
3195912,2024,29336473.0,2927408.0,Salvador,29.0,BA,2.0,1.0,1.0,2927408,Salvador,29,BA,1,1,1,1,1419.0,1385.0,1398.0,1407.0,468.7,513.9,573.2,536.5,ECBCEACCDCCCDEACADBDABECEACBCDBECCBEEBCDCEDBC,CBDDCBDBDBACCBAAEBDADBAACBEAEABCEACBBBACBDBCD,BAAACABCACEECECDBABCABEEBABEBDDBDDBDADDDDAECB,CDDACCEDEDCBDECCDACBCBACBCDDCDDCEBADEAECCCACC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,120.0,100.0,120.0,120.0,580.0
3181661,2024,,,,,,,,,3509502,Campinas,35,SP,1,1,1,1,1419.0,1385.0,1398.0,1407.0,531.8,385.2,524.2,405.4,BDBDDCBCECDCBBDDCDDDAAACCEEBCEEECCEEBEDBCBDEB,DBEBADBCDBCECADEBDCEACDAEBDAECDBEACBDABCDCBEA,DCABECBCBCEECCAAAADCADDEACAEEDBBDABDCEAD*CECA,DCBDCCBBAABAEDEEBDADADCBDCEBCDADCBECBEDBACDEA,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,140.0,180.0,140.0,140.0,80.0,680.0
1471341,2024,50005928.0,5002704.0,Campo Grande,50.0,MS,2.0,1.0,1.0,5002704,Campo Grande,50,MS,1,1,1,1,1420.0,1383.0,1395.0,1408.0,498.0,564.8,545.2,431.0,EDEDDEDCAEECBDEBCEBCBCDABBBCBBEBEDDBEAEECDABA,AACBBEBCECDDAEEDCBCEEAECCBACAACAEEADAADADABCB,CBADCBCBECDDDAABECDCEBDCEBDBDDCBDADDCDECABEEA,DCECACEEAADCBEEAAECDABACBABDCBDECBBDDDEDCCABE,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,120.0,120.0,100.0,40.0,500.0
4071676,2024,,,,,,,,,4315602,Rio Grande,43,RS,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
1141005,2024,,,,,,,,,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
1569378,2024,,,,,,,,,3146107,Ouro Preto,31,MG,1,1,1,1,1422.0,1384.0,1396.0,1410.0,420.4,529.1,585.9,498.9,CDABCBCDDCBEDBCCBECCCDCCCBADEBEDCDBBDADECADDB,BAAABCEABCAEABBADDAABCDABADAEEDCCAAEEECACCEDA,DDDCEDADDCBBDBEEBDAEDCBEDDACBDADEBDCEACECECDC,BAEEEDEDCCDEDDDDCABBDACCCDEEAEECBAADAACCEDCDE,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,140.0,100.0,120.0,100.0,580.0
2566781,2024,33067791.0,3304557.0,Rio de Janeiro,33.0,RJ,2.0,1.0,1.0,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1419.0,1385.0,1398.0,1407.0,416.7,517.2,537.1,506.8,ACBABDECEBDCADEBEBCADBEACACECDCEEDABECDBACDAE,DABACCEBEADCECADDEBACCAACDADEBDCDADEBEAECADCC,DCABEDBCBDEECCEBDACEBDECBBDEACEBCACDBCEDDBECD,CDDACBDEACDEBEBCDADBECAEDBCEADCEAEDBCEADEBEAC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,100.0,160.0,120.0,120.0,100.0,600.0
2687191,2024,33058601.0,3303500.0,Nova Iguaçu,33.0,RJ,2.0,1.0,1.0,3303500,Nova Iguaçu,33,RJ,1,1,1,1,1422.0,1384.0,1396.0,1410.0,519.3,525.8,559.0,624.1,ACDCCEABEBCEDEDCBECDEEACDCEAEBEBBBCEDBEBCACDD,AADABCDBECBDADDCEACABDBACBEACBEEEABEACBEDDCCA,ADA*DDABECBCDAEEBDAADECEDDCADBDDEBCCBCEECDBBC,BBDCBBADACABBCADCDABBCBCBBBABEACDBDBDBACEBBED,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,100.0,160.0,120.0,120.0,120.0,620.0
579040,2024,35005113.0,3550308.0,São Paulo,35.0,SP,2.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,1420.0,1383.0,1395.0,1408.0,497.9,481.3,429.6,536.8,EDDCBCBBACEDBAABDECBDBACCBDBECCEEAEBCBDABBEDA,ACCAABBDABBDBEBBAEBCDBEACCADEBDCCCDDDCBDDABBD,DBAADECBECDBDDEDEB...........................,BDDDECBDBBECDEBCDBCBBACCEEDBBAABBEDAEADDBACCC,0,CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB,CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC,CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB,CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE,1.0,120.0,120.0,100.0,100.0,100.0,540.0
2595345,2024,,,,,,,,,3205309,Vitória,32,ES,1,1,1,1,1419.0,1385.0,1398.0,1407.0,415.7,556.3,536.3,405.6,ACBACECDDACABEEDCBDDECACEDCACEEBABBADBBBECCCC,CACCACDABEECEBAEEAEABECADEEAEEBBDACECBAAADDCD,DDCCCCDAACEECBBDBDECAEBEBDBCDABEDABDAEEDDBECB,ABBDABBEABEAEBAAEEACADADBDCACBCDACCABBDBABDCC,1,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,100.0,40.0,40.0,100.0,60.0,340.0
2420488,2024,35118928.0,3550308.0,São Paulo,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
578419,2024,35133395.0,3550308.0,São Paulo,35.0,SP,4.0,1.0,1.0,3550308,São Paulo,35,SP,1,1,1,1,1422.0,1384.0,1396.0,1410.0,511.2,573.2,614.4,552.7,BCADEBBEECDECADBBCCEEDDDACCECBDBDECACBCEEDABC,AADBBCDAECBDEBBAEBCCBDDABEAAEADABAEEABCACCECA,AACEADADECBBDBEEADDEDCAEDDCAEBBDEBDABBEECCCDA,CADDDDABACBBABCCDDACABECBDBCADCCBACDACABAEEEA,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,160.0,120.0,160.0,120.0,200.0,760.0
381780,2024,29229421.0,2918001.0,Jequié,29.0,BA,2.0,1.0,1.0,2918001,Jequié,29,BA,1,1,1,1,1421.0,1386.0,1397.0,1409.0,438.9,417.8,492.6,442.9,BCAEBBEBCBCBCABAEDDBDBADDCDBCABCBABEAABDEDABA,BCCCBBCDCBDBCBBADABBCACCCAAABCECCEDADDDDECAAA,BBCDBCBCBCBCEBDACCCBCBCBBCCCDBCDCCDEDBCBBBBCC,AEAEAABAAEECAEBBBCBBCBDAEEEDECCCCDACBBDACCBAB,0,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,80.0,120.0,100.0,100.0,0.0,400.0
4045010,2024,,,,,,,,,3157807,Santa Luzia,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
1121800,2024,35005859.0,3518800.0,Guarulhos,35.0,SP,2.0,1.0,1.0,3518800,Guarulhos,35,SP,1,1,1,1,1422.0,1384.0,1396.0,1410.0,411.5,430.3,456.6,396.7,BDAECBDACBEBACDAEEAADECBBCAEADEAEDCDDBDAABCAB,CAECBAECADEDDAEDAECDDDBACEDCDDADECACCCBE.CEBA,ADE..CBBEBDDDECAAD.BAA..CDEAACACEBBD.CCECBDCA,ADDAEEBEDADEBACDADBADDDAEABECDABEDEBBEDBACEDA,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,100.0,120.0,120.0,120.0,100.0,560.0
4147317,2024,29208297.0,2919801.0,Macaúbas,29.0,BA,2.0,1.0,1.0,2919801,Macaúbas,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3309816,2024,,,,,,,,,2927408,Salvador,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
1217775,2024,26031914.0,2603009.0,Cabrobó,26.0,PE,2.0,1.0,1.0,2603009,Cabrobó,26,PE,1,1,1,1,1422.0,1384.0,1396.0,1410.0,450.6,433.4,498.5,405.5,ACDBEBDCAEDBBAADBACEBADDCABEEECECBCDCABCDACEB,BCDCEEAAACBBAEDCCCEADCDBBBADCADEEAABDCDACCDEA,BBACEDADECBEDACEADAAACBACDBACBBBABCDBDABADBBD,BECEABEDCCBCDCADACCBABDDDBECEBCBCAEDCCBEACBDC,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,180.0,120.0,160.0,140.0,720.0
4122673,2024,,,,,,,,,3518404,Guaratinguetá,35,SP,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
1563055,2024,41025806.0,4101408.0,Apucarana,41.0,PR,2.0,1.0,1.0,4101408,Apucarana,41,PR,1,1,1,1,1422.0,1384.0,1396.0,1410.0,394.4,579.1,578.4,602.5,CCDDEBAAEBBAEDEEAEDAAADDCBEEAEEEABACDBDBCDBEC,BEDCBCDCACBDACBBEBEDBAAEDEAADBCECACEAECEBCEDA,AACEADEDECBCDADEBDACAABBDDEDDCDEEBCECDCECDDDC,CAEEDBEBBBDDACACCEAACABABACDBEDCDBEDAEABCBADB,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,200.0,120.0,120.0,160.0,720.0
2194660,2024,,,,,,,,,5211503,Itumbiara,52,GO,1,1,1,1,1422.0,1384.0,1396.0,1410.0,471.3,449.1,471.2,392.6,BCBBABAACADEABDEBEAACEBDCBCBADECDBEACDEDBDACB,DDEBCECBECBAABEBDAEBEADBBEBADDACBEBEADDEDDCCA,EDABABADECCDDDADAEDBBCDDBABAEDABEBDCDCEEECBAB,BADDDBEABCDCBABDBDBAEEADCABBABBDEADEDBDCABCEB,1,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,120.0,80.0,120.0,0.0,440.0
901946,2024,,,,,,,,,2910503,Entre Rios,29,BA,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3247812,2024,,,,,,,,,1721000,Palmas,17,TO,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,
3495287,2024,,,,,,,,,3509502,Campinas,35,SP,1,1,1,1,1419.0,1385.0,1398.0,1407.0,588.2,575.5,633.2,693.1,BBEDEAABCDACEDDDEEBDDAEADDEDBCAAEBAAEECDBECCB,AABDBBDBCBEDECADEAEACECADEDDEADBEABECAAECDDCD,EAAACDDCADEECECBBDEDADEEBBBEABDBCECDBDADDCECA,EEBACBABDDCBAEBBAECDBCCEDEECBAADECCBCADBBCECC,0,BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED,CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD,EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB,ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE,1.0,120.0,120.0,120.0,160.0,200.0,720.0
4062920,2024,,,,,,,,,2506806,Ingá,25,PB,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
684411,2024,31096555.0,3101508.0,Além Paraíba,31.0,MG,2.0,1.0,1.0,3101508,Além Paraíba,31,MG,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
184158,2024,,,,,,,,,3543402,Ribeirão Preto,35,SP,1,1,1,1,1422.0,1384.0,1396.0,1410.0,510.3,393.8,554.6,421.1,BDECBDDDEBCCAEDAACCEBCBECDBCE.DACEAECBEBCECCE,EADBECDBBEEDCCEABDDBCDECDBACDCEEEADBCADBCDAEB,ADEDBCADECDCDAEEBEDEDABEDDAADBADEBCAAECECCEDA,BACEDECDBECCEADBAEECDDACCEDBEBDBAEDBCABCDEBAA,0,BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD,DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA,AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC,DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD,1.0,120.0,140.0,120.0,120.0,180.0,680.0
2745157,2024,,,,,,,,,2922508,Nazaré,29,BA,0,1,1,0,,1386.0,1397.0,,,403.0,561.2,,,ADCCAEADCDCCEADDCBD.CACEBDDAEBECAEBDCABCDEDCA,BAABEDDEDADEEBDABDAB*EBAEACCDDBBCADEDDCECBECE,,0,,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,,1.0,80.0,120.0,80.0,100.0,0.0,380.0
278089,2024,,,,,,,,,2800308,Aracaju,28,SE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
3506507,2024,,,,,,,,,4304408,Canela,43,RS,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,
2377085,2024,22142274.0,2210003.0,São João do Piauí,22.0,PI,1.0,1.0,1.0,2210003,São João do Piauí,22,PI,1,1,1,1,1421.0,1386.0,1397.0,1409.0,374.8,501.8,490.6,457.1,CEDEDCADEBDDABDDCCAEDBCECDACDEAABCEEABCDBDDBA,ABBEADEECEABCCCADDEACBBADADAEBCBADDCBDABEAACA,DBCBDCAEEDDCDBDEEECBDEDBCECBABBDABEAACDECBEAA,BEACBACDCDAECDBEDCEDCBCBBDEDCDEBBCAADCEABCBBB,1,DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED,ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE,AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE,CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB,1.0,100.0,120.0,100.0,80.0,0.0,400.0
